work_year,full_time_employee,salary_in_usd,US_resident,remote_ratio,US_location,Entry_Exp,Expert_Exp,Mid_Exp, Senior_Exp,Data Analyst,Data Engineer,Data Scientist,Machine Learning Engineer,USD,EUR,GBP,INR,Other_Currency,Large_Company,Midsize_Company,Small_Company
2021,1,160000,0,100,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1
2021,1,150000,1,100,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
2021,1,170000,1,100,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
2021,1,180000,1,100,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
2022,1,192400,0,100,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0
2022,1,90700,0,100,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0
2022,1,208775,1,100,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0
2022,1,147800,1,100,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0
2022,1,266400,1,100,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0
2022,1,213120,1,100,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0
2022,1,192564,1,100,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0
2022,1,144854,1,100,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0
2020,1,41689,0,100,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
2020,1,47899,0,50,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0
2020,1,33511,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1
2020,1,74130,0,50,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0
2020,1,106000,1,100,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
2020,1,112872,0,50,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0
2020,1,188000,1,100,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0
2020,1,70139,0,50,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0
2020,1,54742,0,100,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
2020,1,110000,1,100,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
2020,1,130800,0,100,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0
2021,1,140000,1,100,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
2021,1,28476,0,100,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0
2021,1,150000,1,100,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0
2021,1,115000,1,100,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1
2021,1,150000,1,100,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0
2021,1,30428,0,100,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
2021,1,45391,0,100,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0
2021,1,200000,1,100,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
2021,1,100000,1,100,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
2021,1,90000,1,100,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
2021,1,28369,0,50,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0
2021,1,80000,1,100,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
2021,1,82528,0,100,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0
2021,1,26005,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0
2021,1,4000,0,100,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0
2021,1,76833,0,50,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1
2021,1,165000,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0
2021,0,20000,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
2021,1,66022,0,50,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1
2021,1,21637,0,50,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
2021,1,110000,1,100,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
2021,1,72212,0,50,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0
2021,1,12103,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0
2021,1,96282,0,50,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0
2021,1,200000,1,100,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
2021,1,93150,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0
2021,1,111775,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0
2021,1,28016,0,100,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0
2021,1,65013,0,50,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
2021,1,72500,1,100,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
2021,1,112000,1,100,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
2021,0,69741,0,100,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0
2022,1,135000,1,100,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0
2022,1,170000,1,100,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0
2022,1,150000,1,100,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0
2022,1,52351,0,100,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
2022,1,242000,1,100,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0
2022,1,200000,1,100,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0
2022,1,78526,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0
2022,1,52351,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0
2022,1,45807,0,100,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
2022,1,181940,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0
2022,1,132320,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0
2022,1,220110,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0
2022,1,160080,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0
2022,1,165400,1,100,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0
2022,1,132320,1,100,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0
2022,1,243900,1,100,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0
2022,1,128875,1,100,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0
2022,1,93700,1,100,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0
2022,1,156600,1,100,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0
2022,1,108800,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0
2022,1,113000,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0
2022,1,78526,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0
2022,1,65438,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0
2022,1,160000,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0
2022,1,136000,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0
2022,1,165400,1,100,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0
2022,1,136994,1,100,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0
2022,1,101570,1,100,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0
2022,1,132320,1,100,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0
2022,1,155000,1,100,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0
2022,1,117789,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0
2022,1,209100,1,100,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0
2022,1,154600,1,100,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0
2022,1,175000,1,100,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0
2022,1,98158,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0
2022,1,183600,1,100,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0
2022,1,65949,0,100,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0
2022,1,49461,0,100,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0
2022,1,78526,0,100,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0
2022,1,58894,0,100,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0
2022,1,63900,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0
2022,1,82900,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0
2022,1,100800,1,100,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0
2022,1,49461,0,100,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0
2022,1,87932,0,100,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0
2022,1,76940,0,100,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0
2022,1,104702,0,100,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0
2022,1,91614,0,100,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0
2022,1,65949,0,100,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0
2022,1,87932,0,100,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0
2022,1,98158,0,100,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0
2022,1,78526,0,100,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0
2022,1,76940,0,100,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0
2022,1,209100,1,100,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0
2022,1,154600,1,100,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0
2022,1,180000,1,100,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0
2022,1,80000,1,100,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0
2022,1,105000,1,100,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0
2022,0,54957,0,50,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0
2022,1,120000,1,100,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
2022,1,100000,1,100,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0
2022,1,324000,1,100,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0
2022,1,216000,1,100,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0
2022,1,210000,1,100,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0
2022,1,58035,0,100,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
2022,1,115000,1,100,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0
2022,1,65000,1,100,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
2022,1,68147,0,100,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0
2022,1,155000,1,100,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0
2022,1,206699,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0
2022,1,99100,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0
2022,1,130000,1,100,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0
2022,1,115000,1,100,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0
2022,1,110500,1,100,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0
2022,1,130000,1,100,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0
2022,1,160000,1,100,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0
2022,1,200100,1,100,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0
2022,1,160000,1,100,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0
2022,1,145000,1,100,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0
2022,1,70500,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0
2022,1,175100,1,100,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0
2022,1,140250,1,100,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0
2022,1,54000,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0
2022,1,100000,1,100,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0
2022,1,25000,1,100,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0
2022,1,220110,1,100,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0
2022,1,160080,1,100,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0
2022,1,154000,1,100,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0
2022,1,126000,1,100,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0
2020,1,59303,0,100,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1
2020,1,79833,0,50,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
2021,1,150000,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0
2021,1,153000,1,100,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0
2021,1,174000,1,100,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0
2021,1,40189,0,100,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0
2021,1,127221,0,50,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0
2022,1,60000,0,100,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0
2021,1,113476,0,100,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0
